y,x,g,cntry,x1,x2,x3,obs,alt,chosen,a1,a2,a3,a1_x1,a1_x2,a1_x3,a2_x1,a2_x2,a2_x3,a3_x1,a3_x2,a3_x3
1,1,1,us,1,0,0,31,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,32,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,32,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,32,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,33,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,33,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,33,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,34,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,34,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,34,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,35,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,35,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,35,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,36,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,36,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,36,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,37,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,37,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,37,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,38,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,38,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,38,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,39,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,39,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,39,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,40,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,40,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,40,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,41,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,41,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,41,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,42,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,42,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,42,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,43,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,43,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,43,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,44,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,44,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,44,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,45,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,45,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,45,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,46,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,46,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,46,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,47,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,47,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,47,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,48,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,48,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,48,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,49,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,49,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,49,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,50,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,50,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,50,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,51,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,51,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,51,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,52,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,52,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,52,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,53,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,53,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,53,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,54,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,54,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,54,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,55,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,55,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,55,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,56,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,56,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,56,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,57,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,57,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,57,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,58,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,58,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,58,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,59,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,59,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,59,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,60,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,60,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,60,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,61,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,61,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,61,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,62,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,62,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,62,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,63,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,63,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,63,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,64,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,64,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,64,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,65,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,65,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,65,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,66,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,66,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,66,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,67,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,67,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,67,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,68,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,68,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,68,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,69,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,69,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,69,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,70,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,70,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,70,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,71,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,71,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,71,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,72,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,72,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,72,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,73,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,73,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,73,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,74,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,74,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,74,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,75,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,75,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,75,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,76,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,76,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,76,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,77,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,77,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,77,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,78,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,78,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,78,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,79,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,79,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,79,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,80,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,80,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,80,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,81,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,81,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,81,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,82,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,82,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,82,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,83,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,83,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,83,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,84,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,84,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,84,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,85,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,85,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,85,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,86,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,86,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,86,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,87,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,87,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,87,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,88,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,88,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,88,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,89,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,89,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,89,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,90,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,90,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,90,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,91,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,91,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,91,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,92,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,92,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,92,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,93,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,93,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,93,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,94,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,94,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,94,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,95,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,95,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,95,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,96,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,96,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,96,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,97,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,97,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,97,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,98,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,98,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,98,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,99,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,99,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,99,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,100,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,100,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,100,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,101,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,101,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,101,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,102,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,102,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,102,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,103,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,103,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,103,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,104,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,104,2,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,us,1,0,0,104,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,us,1,0,0,105,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,us,1,0,0,105,2,0,0,1,0,0,0,0,1,0,0,0,0,0
